iter	Logloss
408	0.07448781277
409	0.07445948673
410	0.07443860403
411	0.07440039871
412	0.07431135108
413	0.0742883282
414	0.07426627623
415	0.07421120282
416	0.07415807513
417	0.07409075666
418	0.0739538873
419	0.07392766885
420	0.07388122716
421	0.07384195531
422	0.07380357948
423	0.073767641
424	0.07374252054
425	0.07370254796
426	0.0736711746
427	0.07361825734
428	0.07359195365
429	0.07352898608
430	0.07350147161
431	0.07346926159
432	0.07344439974
433	0.07339847385
434	0.07337451411
435	0.07335218352
436	0.07330307076
437	0.07327792404
438	0.07322703767
439	0.07319493627
440	0.07313301155
441	0.0729915261
442	0.07296399108
443	0.07293717893
444	0.07291819132
445	0.072892254
446	0.07285913008
447	0.07282101632
448	0.07278468035
449	0.07274961843
450	0.07272518333
451	0.07267970712
452	0.0726518767
453	0.07262281069
454	0.07259588252
455	0.07256642756
456	0.07254719062
457	0.07253426455
458	0.0725182998
459	0.0724810499
460	0.07244998019
461	0.0724292116
462	0.07237677389
463	0.0723429041
464	0.07232908393
465	0.07231197502
466	0.07228807287
467	0.0722560852
468	0.07222318786
469	0.07213939068
470	0.07208594849
471	0.07206143194
472	0.07202449517
473	0.07200758282
474	0.07197458374
475	0.0719427716
476	0.07191588048
477	0.0718917428
478	0.0718395681
479	0.07174346497
480	0.07170197736
481	0.07166299049
482	0.07164138292
483	0.07161156981
484	0.07159311447
485	0.0715677705
486	0.07154179238
487	0.07151940079
488	0.07150185488
489	0.07147482913
490	0.07145506268
491	0.07144059415
492	0.07139661905
493	0.07135757696
494	0.07134138826
495	0.07127377239
496	0.07124006037
497	0.0712187421
498	0.07110345508
499	0.07106119059
500	0.07103561552
501	0.07100377795
502	0.07097601013
503	0.07093227903
504	0.0709033067
505	0.07087065802
506	0.07084949093
507	0.07084144769
508	0.07080685828
509	0.07076982974
510	0.07075898222
511	0.07073393202
512	0.07056295475
513	0.07052461091
514	0.07049117414
515	0.07046777059
516	0.07045361464
517	0.07043326764
518	0.07040740146
519	0.07037527822
520	0.07036654602
521	0.0703193329
522	0.07029688315
523	0.07026701493
524	0.07016463692
525	0.07011180001
526	0.07008369866
527	0.07005786824
528	0.07004850431
529	0.07002935412
530	0.07001280385
531	0.06999052992
532	0.06995585655
533	0.06992944325
534	0.06983402933
535	0.06974446525
536	0.06970937975
537	0.06968704781
538	0.06965841854
539	0.06962945249
540	0.06959185548
541	0.0695658215
542	0.06950312798
543	0.06947311193
544	0.06945499684
545	0.06943568826
546	0.06940151842
547	0.06938107632
548	0.0693332187
549	0.06918234653
550	0.06916746829
551	0.06914443965
552	0.06912333537
553	0.06908724513
554	0.06902547756
555	0.06900358179
556	0.06898793229
557	0.06897277197
558	0.06894770929
559	0.06892450174
560	0.06891082522
561	0.06888153549
562	0.06885576358
563	0.06882839577
564	0.06881484584
565	0.06878900205
566	0.06876497904
567	0.0687097164
568	0.06868579524
569	0.06866095703
570	0.06863452016
571	0.06861196899
572	0.06859877541
573	0.06858421632
574	0.06856687508
575	0.06854437179
576	0.06852845671
577	0.06848364191
578	0.06846583877
579	0.06843327664
580	0.06841788504
581	0.0683912692
582	0.06836211032
583	0.06832938222
584	0.06828785074
585	0.06827076753
586	0.06825405377
587	0.06821835712
588	0.0682012591
589	0.06817590059
590	0.06814556611
591	0.06812702951
592	0.06811396626
593	0.06809316373
594	0.06806254247
595	0.06805300068
596	0.06803215954
597	0.06801029615
598	0.06798562373
599	0.06796361978
600	0.06792928856
601	0.06789339883
602	0.0678790126
603	0.06784152912
604	0.06782407051
605	0.06781126278
606	0.06779489641
607	0.06765071405
608	0.06762766331
609	0.06761580832
610	0.06759777258
611	0.06757963343
612	0.06756206166
613	0.06754147036
614	0.06749139631
615	0.06747639214
616	0.06745143883
617	0.06743495128
618	0.06741440788
619	0.0674058099
620	0.06738769238
621	0.06735254211
622	0.06733105563
623	0.06729744447
624	0.06727630887
625	0.06725660937
626	0.06724549524
627	0.06722311588
628	0.06720306968
629	0.06715613133
630	0.06711216859
631	0.06701168495
632	0.06699265871
633	0.06697197611
634	0.06694393193
635	0.06692324228
636	0.06691231018
637	0.06689559263
638	0.06687354228
639	0.06685262525
640	0.06682250754
641	0.06679301795
642	0.06677013422
643	0.06673466594
644	0.06671182787
645	0.06668983488
646	0.06667210297
647	0.06664788785
648	0.06663179934
649	0.06661294941
650	0.06660637326
651	0.06659771004
652	0.06658269427
653	0.06654007225
654	0.06651932198
655	0.06648450008
656	0.06641524792
657	0.06640072071
658	0.066382464
659	0.06630023113
660	0.06627775977
661	0.06626373004
662	0.06625121933
663	0.06623440294
664	0.06620721178
665	0.06619561199
666	0.06616280843
667	0.06613846919
668	0.06612707769
669	0.06611038726
670	0.06608748027
671	0.06606778484
672	0.06605657712
673	0.06602722333
674	0.06600506897
675	0.06598558586
676	0.06596816944
677	0.06593516713
678	0.06591921636
679	0.06590581892
680	0.06588718203
681	0.06587244005
682	0.06583939868
683	0.06581256583
684	0.0657937789
685	0.06576621866
686	0.06575370329
687	0.06571578004
688	0.06569074654
689	0.06567130235
690	0.06565509751
691	0.06562162495
692	0.06560078549
693	0.06558342722
694	0.06555852582
695	0.0655440432
696	0.06550392682
697	0.06549000236
698	0.06547612458
699	0.06545204368
700	0.06542533354
701	0.0654047775
702	0.06538814673
703	0.06535279298
704	0.06532786963
705	0.06529845188
706	0.06526817726
707	0.0652365697
708	0.06520789042
709	0.06519555564
710	0.06517668616
711	0.06516283857
712	0.06514850321
713	0.06511792257
714	0.06510222404
715	0.06508721397
716	0.06499606922
717	0.06497563398
718	0.06495631539
719	0.06494099726
720	0.06493483662
721	0.06491038297
722	0.06488814291
723	0.06485612093
724	0.06483174337
725	0.06481870842
726	0.06479267181
727	0.06478029503
728	0.06477077749
729	0.06474013977
730	0.06473154197
731	0.06470531059
732	0.0646937362
733	0.06466177818
734	0.06461720793
735	0.06459574743
736	0.06457751924
737	0.06456629446
738	0.06454508862
739	0.0645319272
740	0.06452718108
741	0.0644852109
742	0.06447181986
743	0.06445106255
744	0.06442636074
745	0.06441665576
746	0.06440053363
747	0.06435437936
748	0.06433519595
749	0.06432999566
750	0.06430655172
751	0.06428828375
752	0.06425590448
753	0.0642292181
754	0.06420583082
755	0.06419593342
756	0.06417815221
757	0.06413270373
758	0.06411289356
759	0.06409424254
760	0.06406136599
761	0.06404328088
762	0.0640117512
763	0.06399405164
764	0.06397632252
765	0.06396627421
766	0.0639529669
767	0.06393641447
768	0.06390693276
769	0.06389077746
770	0.06387664364
771	0.06386298021
772	0.06384022909
773	0.06379633143
774	0.06378677484
775	0.06374682461
776	0.0637306103
777	0.06372115013
778	0.06366093982
779	0.06364710565
780	0.06362055879
781	0.06359871496
782	0.06357083468
783	0.06355716423
784	0.06355061824
785	0.06353218614
786	0.06351286804
787	0.06349217856
788	0.06347988035
789	0.0634646989
790	0.06341951664
791	0.06340546731
792	0.0633954001
793	0.06337679927
794	0.06335987763
795	0.06335019709
796	0.063343319
797	0.0633235608
798	0.06329549505
799	0.06327115118
800	0.06324463365
801	0.06322869474
802	0.06321122705
803	0.0632050623
804	0.06318739154
805	0.06314131961
806	0.06307798967
807	0.06305692704
808	0.0630353298
809	0.06301112733
810	0.06296872315
811	0.06294552714
812	0.06292437277
813	0.06290380644
814	0.0628620459
815	0.06285276086
816	0.06282583447
817	0.06281515853
818	0.06279984465
819	0.06278553139
820	0.06277220643
821	0.06275634886
822	0.06269855152
823	0.0626797136
824	0.0626706015
825	0.06264559527
826	0.06263161428
827	0.06261245936
828	0.06260661878
829	0.06259971288
830	0.06256955272
831	0.06254669943
832	0.06253675859
833	0.06251869681
834	0.06249662538
835	0.06248148589
836	0.06246965265
837	0.06246027908
838	0.06243136204
839	0.06241635579
840	0.06236590609
841	0.06233810393
842	0.06231965293
843	0.06230715815
844	0.06229509046
845	0.0622851617
846	0.06227017095
847	0.06225866585
848	0.06225076865
849	0.06221090908
850	0.06220063387
851	0.062175955
852	0.06216608056
853	0.06215650907
854	0.0621325117
855	0.0621188034
856	0.06209815404
857	0.06207928849
858	0.06206212003
859	0.06205182674
860	0.06202911826
861	0.0620146182
862	0.06199319135
863	0.06197839128
864	0.06195609968
865	0.0619433146
866	0.06191878736
867	0.06189792201
868	0.06186887783
869	0.06185368817
870	0.06183045992
871	0.06181632143
872	0.06179638127
873	0.06178333092
874	0.061746474
875	0.06174051486
876	0.06172921292
877	0.06171061606
878	0.06169459939
879	0.06167562075
880	0.06166612308
881	0.06165407607
882	0.06164067325
883	0.0616276478
884	0.06161439127
885	0.06159914827
886	0.06156315942
887	0.06154332454
888	0.06153406722
889	0.06151790327
890	0.06149909041
891	0.06147787601
892	0.06145527874
893	0.06144512666
894	0.0614278865
895	0.06141625589
896	0.06138859065
897	0.06138102285
898	0.06136439525
899	0.06134374153
900	0.0613331092
901	0.06131686741
902	0.06129035576
903	0.06127769937
904	0.06126654173
905	0.06124013254
906	0.06123664595
907	0.06118024544
908	0.06116279409
909	0.06114728858
910	0.06113428959
911	0.06109795084
912	0.06108424709
913	0.06104932063
914	0.06102860011
915	0.06101978185
916	0.06099727431
917	0.06098959395
918	0.06090653361
919	0.06088012309
920	0.06086236478
921	0.06083999003
922	0.06082537372
923	0.06080082472
924	0.06078467735
925	0.06077883369
926	0.06077288886
927	0.0607405203
928	0.06072860729
929	0.06070710286
930	0.06068326247
931	0.06067088751
932	0.06065529346
933	0.06064082928
934	0.0606327179
935	0.06059886766
936	0.06058833739
937	0.060572187
938	0.06055483059
939	0.06053682282
940	0.06051979851
941	0.06050568975
942	0.06048020927
943	0.06047841815
944	0.06046678805
945	0.06045755591
946	0.06044178559
947	0.06043022937
948	0.06041634273
949	0.06039600614
950	0.06037380031
951	0.0603610948
952	0.0603425797
953	0.0603247343
954	0.06031546091
955	0.06029627147
956	0.06028848723
957	0.06027285758
958	0.06026255443
959	0.06024685313
960	0.06024438669
961	0.06023528521
962	0.06021547239
963	0.06020371983
964	0.06019556395
965	0.06018319028
966	0.06016789442
967	0.06016173623
968	0.06014771557
969	0.06013380421
970	0.06012122309
971	0.06011045102
972	0.06009875649
973	0.0600577185
974	0.0600536459
975	0.06004562708
976	0.06003221267
977	0.06002315175
978	0.06001195435
979	0.05997011749
980	0.05995384706
981	0.05993790988
982	0.05993259976
983	0.05992198237
984	0.05990766627
985	0.05990334945
986	0.05989861405
987	0.05988739744
988	0.05986837786
989	0.05986124445
990	0.05985374974
991	0.05984245678
992	0.05983073216
993	0.05980772959
994	0.05979041307
995	0.05978422649
996	0.05976609253
997	0.05975230439
998	0.05971604467
999	0.0596984108
