Best_Model,Test_RMSE,Test_MAE,Test_R2,Test_MAPE,Accuracy_1year,Accuracy_3years,Accuracy_5years,Total_Features,Training_Samples,Test_Samples
XGBoost,8.777224232191402,6.167340278625488,0.3453737497329712,0.3096232347112504,12.634552107699923,36.567113475108464,56.07170935774117,106,412104,103027
